index,node,epoch,layer,weight,bias,target
0,0,0,0,0.09712279,0,0
1,0,0,0,0.30398062,0,1
2,0,0,0,-0.019336283,0,2
3,0,0,0,-0.11842175,0,3
4,0,0,0,0.081871904,0,4
5,0,0,0,0.06044158,0,5
6,0,0,0,-0.33065185,0,6
7,0,0,0,0.06608153,0,7
8,1,0,0,-0.94026625,0,0
9,1,0,0,0.06557054,0,1
10,1,0,0,0.34927356,0,2
11,1,0,0,0.5200964,0,3
12,1,0,0,-0.48863178,0,4
13,1,0,0,1.024582,0,5
14,1,0,0,-0.15223841,0,6
15,1,0,0,-1.1523799,0,7
16,2,0,0,0.077125385,0,0
17,2,0,0,0.28274143,0,1
18,2,0,0,0.12777215,0,2
19,2,0,0,0.38946468,0,3
20,2,0,0,0.004779039,0,4
21,2,0,0,1.0815016,0,5
22,2,0,0,-0.19028476,0,6
23,2,0,0,-2.554954,0,7
24,3,0,0,0.10734848,0,0
25,3,0,0,0.11549203,0,1
26,3,0,0,0.10329473,0,2
27,3,0,0,1.0240624,0,3
28,3,0,0,-0.5672732,0,4
29,3,0,0,1.6318666,0,5
30,3,0,0,-0.16212957,0,6
31,3,0,0,-2.0446203,0,7
32,4,0,0,0.237913,0,0
33,4,0,0,-0.01735936,0,1
34,4,0,0,-0.10874805,0,2
35,4,0,0,0.35199556,0,3
36,4,0,0,0.3950725,0,4
37,4,0,0,0.72132164,0,5
38,4,0,0,0.1813692,0,6
39,4,0,0,0.041775562,0,7
40,5,0,0,0.22058554,0,0
41,5,0,0,-0.47420317,0,1
42,5,0,0,0.37036324,0,2
43,5,0,0,0.5569812,0,3
44,5,0,0,-0.28388658,0,4
45,5,0,0,0.10222196,0,5
46,5,0,0,0.27558345,0,6
47,5,0,0,0.7843042,0,7
48,6,0,0,-0.55026275,0,0
49,6,0,0,-0.47386748,0,1
50,6,0,0,0.28664833,0,2
51,6,0,0,-0.64888686,0,3
52,6,0,0,-0.47271365,0,4
53,6,0,0,-0.01394821,0,5
54,6,0,0,-0.023266561,0,6
55,6,0,0,-9.013375e-05,0,7
56,7,0,0,0.0012711383,0,0
57,7,0,0,-0.23751685,0,1
58,7,0,0,0.20460564,0,2
59,7,0,0,-0.2691108,0,3
60,7,0,0,-0.2591178,0,4
61,7,0,0,0.6985517,0,5
62,7,0,0,0.33512336,0,6
63,7,0,0,-7.456462,0,7
64,8,0,0,-0.3461187,0,0
65,8,0,0,-0.5249716,0,1
66,8,0,0,0.18420994,0,2
67,8,0,0,0.32486165,0,3
68,8,0,0,-0.20569597,0,4
69,8,0,0,-0.15881258,0,5
70,8,0,0,0.14908545,0,6
71,8,0,0,-0.18000054,0,7
72,9,0,0,-0.110106625,0,0
73,9,0,0,-0.42652774,0,1
74,9,0,0,-0.35753667,0,2
75,9,0,0,0.6010383,0,3
76,9,0,0,-0.5347287,0,4
77,9,0,0,0.8032352,0,5
78,9,0,0,-0.21559413,0,6
79,9,0,0,-0.36047807,0,7
80,10,0,0,0.034512304,0,0
81,10,0,0,0.11445608,0,1
82,10,0,0,-0.32200897,0,2
83,10,0,0,0.020053862,0,3
84,10,0,0,-0.3249456,0,4
85,10,0,0,0.577563,0,5
86,10,0,0,0.27673325,0,6
87,10,0,0,-0.12867087,0,7
88,11,0,0,-0.10732027,0,0
89,11,0,0,0.038389336,0,1
90,11,0,0,-0.32405108,0,2
91,11,0,0,-0.11597084,0,3
92,11,0,0,-0.07764577,0,4
93,11,0,0,-0.26395115,0,5
94,11,0,0,0.2911727,0,6
95,11,0,0,0.036542572,0,7
96,12,0,0,-0.21460044,0,0
97,12,0,0,-0.55627376,0,1
98,12,0,0,-0.17385495,0,2
99,12,0,0,0.027697524,0,3
100,12,0,0,-0.17954163,0,4
101,12,0,0,-0.33542547,0,5
102,12,0,0,-0.14123914,0,6
103,12,0,0,0.030546637,0,7
104,13,0,0,-0.28691545,0,0
105,13,0,0,-0.5782141,0,1
106,13,0,0,-0.15609634,0,2
107,13,0,0,-0.14789242,0,3
108,13,0,0,-0.22557653,0,4
109,13,0,0,-0.6201837,0,5
110,13,0,0,-0.13550179,0,6
111,13,0,0,0.10306177,0,7
112,14,0,0,-0.6307642,0,0
113,14,0,0,-0.01573,0,1
114,14,0,0,0.30945945,0,2
115,14,0,0,-0.11392837,0,3
116,14,0,0,-0.1722097,0,4
117,14,0,0,0.118740484,0,5
118,14,0,0,-0.077967614,0,6
119,14,0,0,-0.44077557,0,7
120,15,0,0,-0.40024292,0,0
121,15,0,0,-0.26167923,0,1
122,15,0,0,-0.007395327,0,2
123,15,0,0,0.24194145,0,3
124,15,0,0,0.032217585,0,4
125,15,0,0,0.582706,0,5
126,15,0,0,-0.309789,0,6
127,15,0,0,0.1721221,0,7
128,16,0,0,-0.18824828,0,0
129,16,0,0,-0.0815367,0,1
130,16,0,0,-0.13984224,0,2
131,16,0,0,0.5079106,0,3
132,16,0,0,-0.64370143,0,4
133,16,0,0,0.47304595,0,5
134,16,0,0,0.31484902,0,6
135,16,0,0,-0.23577875,0,7
136,17,0,0,-0.25451317,0,0
137,17,0,0,0.1494977,0,1
138,17,0,0,-0.13966599,0,2
139,17,0,0,0.48726815,0,3
140,17,0,0,-0.48291448,0,4
141,17,0,0,0.8974767,0,5
142,17,0,0,0.41250724,0,6
143,17,0,0,-2.83335,0,7
144,18,0,0,-0.41586244,0,0
145,18,0,0,-0.12146983,0,1
146,18,0,0,-0.23547645,0,2
147,18,0,0,0.944566,0,3
148,18,0,0,-0.6551645,0,4
149,18,0,0,0.56947756,0,5
150,18,0,0,0.028748516,0,6
151,18,0,0,-3.2945728,0,7
152,19,0,0,0.78795666,0,0
153,19,0,0,0.15122305,0,1
154,19,0,0,0.25582987,0,2
155,19,0,0,0.1807974,0,3
156,19,0,0,-0.613223,0,4
157,19,0,0,1.1423181,0,5
158,19,0,0,0.11413826,0,6
159,19,0,0,-4.856528,0,7
160,0,1,0,0.09712279,0,0
161,0,1,0,0.30398062,0,1
162,0,1,0,-0.019336283,0,2
163,0,1,0,-0.11842175,0,3
164,0,1,0,0.081871904,0,4
165,0,1,0,0.06044158,0,5
166,0,1,0,-0.33065185,0,6
167,0,1,0,0.06244886,0,7
168,1,1,0,-0.94026625,0,0
169,1,1,0,0.06557054,0,1
170,1,1,0,0.34927356,0,2
171,1,1,0,0.5200964,0,3
172,1,1,0,-0.48863178,0,4
173,1,1,0,1.024582,0,5
174,1,1,0,-0.15223841,0,6
175,1,1,0,-1.2044904,0,7
176,2,1,0,0.077125385,0,0
177,2,1,0,0.28274143,0,1
178,2,1,0,0.12777215,0,2
179,2,1,0,0.38946468,0,3
180,2,1,0,0.004779039,0,4
181,2,1,0,1.0815016,0,5
182,2,1,0,-0.19028476,0,6
183,2,1,0,-2.4795105,0,7
184,3,1,0,0.10734848,0,0
185,3,1,0,0.11549203,0,1
186,3,1,0,0.10329473,0,2
187,3,1,0,1.0240624,0,3
188,3,1,0,-0.5672732,0,4
189,3,1,0,1.6318666,0,5
190,3,1,0,-0.16212957,0,6
191,3,1,0,-1.9969393,0,7
192,4,1,0,0.237913,0,0
193,4,1,0,-0.01735936,0,1
194,4,1,0,-0.10874805,0,2
195,4,1,0,0.35199556,0,3
196,4,1,0,0.3950725,0,4
197,4,1,0,0.72132164,0,5
198,4,1,0,0.1813692,0,6
199,4,1,0,0.07091094,0,7
200,5,1,0,0.22058554,0,0
201,5,1,0,-0.47420317,0,1
202,5,1,0,0.37036324,0,2
203,5,1,0,0.5569812,0,3
204,5,1,0,-0.28388658,0,4
205,5,1,0,0.10222196,0,5
206,5,1,0,0.27558345,0,6
207,5,1,0,0.81207114,0,7
208,6,1,0,-0.55026275,0,0
209,6,1,0,-0.47386748,0,1
210,6,1,0,0.28664833,0,2
211,6,1,0,-0.64888686,0,3
212,6,1,0,-0.47271365,0,4
213,6,1,0,-0.01394821,0,5
214,6,1,0,-0.023266561,0,6
215,6,1,0,-0.0072187283,0,7
216,7,1,0,0.0012711383,0,0
217,7,1,0,-0.23751685,0,1
218,7,1,0,0.20460564,0,2
219,7,1,0,-0.2691108,0,3
220,7,1,0,-0.2591178,0,4
221,7,1,0,0.6985517,0,5
222,7,1,0,0.33512336,0,6
223,7,1,0,-7.396992,0,7
224,8,1,0,-0.3461187,0,0
225,8,1,0,-0.5249716,0,1
226,8,1,0,0.18420994,0,2
227,8,1,0,0.32486165,0,3
228,8,1,0,-0.20569597,0,4
229,8,1,0,-0.15881258,0,5
230,8,1,0,0.14908545,0,6
231,8,1,0,-0.16914569,0,7
232,9,1,0,-0.110106625,0,0
233,9,1,0,-0.42652774,0,1
234,9,1,0,-0.35753667,0,2
235,9,1,0,0.6010383,0,3
236,9,1,0,-0.5347287,0,4
237,9,1,0,0.8032352,0,5
238,9,1,0,-0.21559413,0,6
239,9,1,0,-0.31627965,0,7
240,10,1,0,0.034512304,0,0
241,10,1,0,0.11445608,0,1
242,10,1,0,-0.32200897,0,2
243,10,1,0,0.020053862,0,3
244,10,1,0,-0.3249456,0,4
245,10,1,0,0.577563,0,5
246,10,1,0,0.27673325,0,6
247,10,1,0,-0.101960704,0,7
248,11,1,0,-0.10732027,0,0
249,11,1,0,0.038389336,0,1
250,11,1,0,-0.32405108,0,2
251,11,1,0,-0.11597084,0,3
252,11,1,0,-0.07764577,0,4
253,11,1,0,-0.26395115,0,5
254,11,1,0,0.2911727,0,6
255,11,1,0,0.036995783,0,7
256,12,1,0,-0.21460044,0,0
257,12,1,0,-0.55627376,0,1
258,12,1,0,-0.17385495,0,2
259,12,1,0,0.027697524,0,3
260,12,1,0,-0.17954163,0,4
261,12,1,0,-0.33542547,0,5
262,12,1,0,-0.14123914,0,6
263,12,1,0,0.032228414,0,7
264,13,1,0,-0.28691545,0,0
265,13,1,0,-0.5782141,0,1
266,13,1,0,-0.15609634,0,2
267,13,1,0,-0.14789242,0,3
268,13,1,0,-0.22557653,0,4
269,13,1,0,-0.6201837,0,5
270,13,1,0,-0.13550179,0,6
271,13,1,0,0.10190208,0,7
272,14,1,0,-0.6307642,0,0
273,14,1,0,-0.01573,0,1
274,14,1,0,0.30945945,0,2
275,14,1,0,-0.11392837,0,3
276,14,1,0,-0.1722097,0,4
277,14,1,0,0.118740484,0,5
278,14,1,0,-0.077967614,0,6
279,14,1,0,-0.41348353,0,7
280,15,1,0,-0.40024292,0,0
281,15,1,0,-0.26167923,0,1
282,15,1,0,-0.007395327,0,2
283,15,1,0,0.24194145,0,3
284,15,1,0,0.032217585,0,4
285,15,1,0,0.582706,0,5
286,15,1,0,-0.309789,0,6
287,15,1,0,0.16824418,0,7
288,16,1,0,-0.18824828,0,0
289,16,1,0,-0.0815367,0,1
290,16,1,0,-0.13984224,0,2
291,16,1,0,0.5079106,0,3
292,16,1,0,-0.64370143,0,4
293,16,1,0,0.47304595,0,5
294,16,1,0,0.31484902,0,6
295,16,1,0,-0.21156089,0,7
296,17,1,0,-0.25451317,0,0
297,17,1,0,0.1494977,0,1
298,17,1,0,-0.13966599,0,2
299,17,1,0,0.48726815,0,3
300,17,1,0,-0.48291448,0,4
301,17,1,0,0.8974767,0,5
302,17,1,0,0.41250724,0,6
303,17,1,0,-2.778295,0,7
304,18,1,0,-0.41586244,0,0
305,18,1,0,-0.12146983,0,1
306,18,1,0,-0.23547645,0,2
307,18,1,0,0.944566,0,3
308,18,1,0,-0.6551645,0,4
309,18,1,0,0.56947756,0,5
310,18,1,0,0.028748516,0,6
311,18,1,0,-3.145527,0,7
312,19,1,0,0.78795666,0,0
313,19,1,0,0.15122305,0,1
314,19,1,0,0.25582987,0,2
315,19,1,0,0.1807974,0,3
316,19,1,0,-0.613223,0,4
317,19,1,0,1.1423181,0,5
318,19,1,0,0.11413826,0,6
319,19,1,0,-4.7995257,0,7
320,0,2,0,0.09712279,0,0
321,0,2,0,0.30398062,0,1
322,0,2,0,-0.019336283,0,2
323,0,2,0,-0.11842175,0,3
324,0,2,0,0.081871904,0,4
325,0,2,0,0.06044158,0,5
326,0,2,0,-0.33065185,0,6
327,0,2,0,0.061859515,0,7
328,1,2,0,-0.94026625,0,0
329,1,2,0,0.06557054,0,1
330,1,2,0,0.34927356,0,2
331,1,2,0,0.5200964,0,3
332,1,2,0,-0.48863178,0,4
333,1,2,0,1.024582,0,5
334,1,2,0,-0.15223841,0,6
335,1,2,0,-1.20126,0,7
336,2,2,0,0.077125385,0,0
337,2,2,0,0.28274143,0,1
338,2,2,0,0.12777215,0,2
339,2,2,0,0.38946468,0,3
340,2,2,0,0.004779039,0,4
341,2,2,0,1.0815016,0,5
342,2,2,0,-0.19028476,0,6
343,2,2,0,-2.4030387,0,7
344,3,2,0,0.10734848,0,0
345,3,2,0,0.11549203,0,1
346,3,2,0,0.10329473,0,2
347,3,2,0,1.0240624,0,3
348,3,2,0,-0.5672732,0,4
349,3,2,0,1.6318666,0,5
350,3,2,0,-0.16212957,0,6
351,3,2,0,-1.9109236,0,7
352,4,2,0,0.237913,0,0
353,4,2,0,-0.01735936,0,1
354,4,2,0,-0.10874805,0,2
355,4,2,0,0.35199556,0,3
356,4,2,0,0.3950725,0,4
357,4,2,0,0.72132164,0,5
358,4,2,0,0.1813692,0,6
359,4,2,0,0.06592472,0,7
360,5,2,0,0.22058554,0,0
361,5,2,0,-0.47420317,0,1
362,5,2,0,0.37036324,0,2
363,5,2,0,0.5569812,0,3
364,5,2,0,-0.28388658,0,4
365,5,2,0,0.10222196,0,5
366,5,2,0,0.27558345,0,6
367,5,2,0,0.9053651,0,7
368,6,2,0,-0.55026275,0,0
369,6,2,0,-0.47386748,0,1
370,6,2,0,0.28664833,0,2
371,6,2,0,-0.64888686,0,3
372,6,2,0,-0.47271365,0,4
373,6,2,0,-0.01394821,0,5
374,6,2,0,-0.023266561,0,6
375,6,2,0,0.025274731,0,7
376,7,2,0,0.0012711383,0,0
377,7,2,0,-0.23751685,0,1
378,7,2,0,0.20460564,0,2
379,7,2,0,-0.2691108,0,3
380,7,2,0,-0.2591178,0,4
381,7,2,0,0.6985517,0,5
382,7,2,0,0.33512336,0,6
383,7,2,0,-7.3383093,0,7
384,8,2,0,-0.3461187,0,0
385,8,2,0,-0.5249716,0,1
386,8,2,0,0.18420994,0,2
387,8,2,0,0.32486165,0,3
388,8,2,0,-0.20569597,0,4
389,8,2,0,-0.15881258,0,5
390,8,2,0,0.14908545,0,6
391,8,2,0,-0.1842126,0,7
392,9,2,0,-0.110106625,0,0
393,9,2,0,-0.42652774,0,1
394,9,2,0,-0.35753667,0,2
395,9,2,0,0.6010383,0,3
396,9,2,0,-0.5347287,0,4
397,9,2,0,0.8032352,0,5
398,9,2,0,-0.21559413,0,6
399,9,2,0,-0.24447943,0,7
400,10,2,0,0.034512304,0,0
401,10,2,0,0.11445608,0,1
402,10,2,0,-0.32200897,0,2
403,10,2,0,0.020053862,0,3
404,10,2,0,-0.3249456,0,4
405,10,2,0,0.577563,0,5
406,10,2,0,0.27673325,0,6
407,10,2,0,-0.13848479,0,7
408,11,2,0,-0.10732027,0,0
409,11,2,0,0.038389336,0,1
410,11,2,0,-0.32405108,0,2
411,11,2,0,-0.11597084,0,3
412,11,2,0,-0.07764577,0,4
413,11,2,0,-0.26395115,0,5
414,11,2,0,0.2911727,0,6
415,11,2,0,0.037491456,0,7
416,12,2,0,-0.21460044,0,0
417,12,2,0,-0.55627376,0,1
418,12,2,0,-0.17385495,0,2
419,12,2,0,0.027697524,0,3
420,12,2,0,-0.17954163,0,4
421,12,2,0,-0.33542547,0,5
422,12,2,0,-0.14123914,0,6
423,12,2,0,0.027297456,0,7
424,13,2,0,-0.28691545,0,0
425,13,2,0,-0.5782141,0,1
426,13,2,0,-0.15609634,0,2
427,13,2,0,-0.14789242,0,3
428,13,2,0,-0.22557653,0,4
429,13,2,0,-0.6201837,0,5
430,13,2,0,-0.13550179,0,6
431,13,2,0,0.10174572,0,7
432,14,2,0,-0.6307642,0,0
433,14,2,0,-0.01573,0,1
434,14,2,0,0.30945945,0,2
435,14,2,0,-0.11392837,0,3
436,14,2,0,-0.1722097,0,4
437,14,2,0,0.118740484,0,5
438,14,2,0,-0.077967614,0,6
439,14,2,0,-0.40066174,0,7
440,15,2,0,-0.40024292,0,0
441,15,2,0,-0.26167923,0,1
442,15,2,0,-0.007395327,0,2
443,15,2,0,0.24194145,0,3
444,15,2,0,0.032217585,0,4
445,15,2,0,0.582706,0,5
446,15,2,0,-0.309789,0,6
447,15,2,0,0.16803059,0,7
448,16,2,0,-0.18824828,0,0
449,16,2,0,-0.0815367,0,1
450,16,2,0,-0.13984224,0,2
451,16,2,0,0.5079106,0,3
452,16,2,0,-0.64370143,0,4
453,16,2,0,0.47304595,0,5
454,16,2,0,0.31484902,0,6
455,16,2,0,-0.2248896,0,7
456,17,2,0,-0.25451317,0,0
457,17,2,0,0.1494977,0,1
458,17,2,0,-0.13966599,0,2
459,17,2,0,0.48726815,0,3
460,17,2,0,-0.48291448,0,4
461,17,2,0,0.8974767,0,5
462,17,2,0,0.41250724,0,6
463,17,2,0,-2.6785614,0,7
464,18,2,0,-0.41586244,0,0
465,18,2,0,-0.12146983,0,1
466,18,2,0,-0.23547645,0,2
467,18,2,0,0.944566,0,3
468,18,2,0,-0.6551645,0,4
469,18,2,0,0.56947756,0,5
470,18,2,0,0.028748516,0,6
471,18,2,0,-3.1212592,0,7
472,19,2,0,0.78795666,0,0
473,19,2,0,0.15122305,0,1
474,19,2,0,0.25582987,0,2
475,19,2,0,0.1807974,0,3
476,19,2,0,-0.613223,0,4
477,19,2,0,1.1423181,0,5
478,19,2,0,0.11413826,0,6
479,19,2,0,-4.7325115,0,7
480,0,3,0,0.09712279,0,0
481,0,3,0,0.30398062,0,1
482,0,3,0,-0.019336283,0,2
483,0,3,0,-0.11842175,0,3
484,0,3,0,0.081871904,0,4
485,0,3,0,0.06044158,0,5
486,0,3,0,-0.33065185,0,6
487,0,3,0,0.05880675,0,7
488,1,3,0,-0.94026625,0,0
489,1,3,0,0.06557054,0,1
490,1,3,0,0.34927356,0,2
491,1,3,0,0.5200964,0,3
492,1,3,0,-0.48863178,0,4
493,1,3,0,1.024582,0,5
494,1,3,0,-0.15223841,0,6
495,1,3,0,-1.1735988,0,7
496,2,3,0,0.077125385,0,0
497,2,3,0,0.28274143,0,1
498,2,3,0,0.12777215,0,2
499,2,3,0,0.38946468,0,3
500,2,3,0,0.004779039,0,4
501,2,3,0,1.0815016,0,5
502,2,3,0,-0.19028476,0,6
503,2,3,0,-2.2955515,0,7
504,3,3,0,0.10734848,0,0
505,3,3,0,0.11549203,0,1
506,3,3,0,0.10329473,0,2
507,3,3,0,1.0240624,0,3
508,3,3,0,-0.5672732,0,4
509,3,3,0,1.6318666,0,5
510,3,3,0,-0.16212957,0,6
511,3,3,0,-1.8441038,0,7
512,4,3,0,0.237913,0,0
513,4,3,0,-0.01735936,0,1
514,4,3,0,-0.10874805,0,2
515,4,3,0,0.35199556,0,3
516,4,3,0,0.3950725,0,4
517,4,3,0,0.72132164,0,5
518,4,3,0,0.1813692,0,6
519,4,3,0,0.063194305,0,7
520,5,3,0,0.22058554,0,0
521,5,3,0,-0.47420317,0,1
522,5,3,0,0.37036324,0,2
523,5,3,0,0.5569812,0,3
524,5,3,0,-0.28388658,0,4
525,5,3,0,0.10222196,0,5
526,5,3,0,0.27558345,0,6
527,5,3,0,0.9045291,0,7
528,6,3,0,-0.55026275,0,0
529,6,3,0,-0.47386748,0,1
530,6,3,0,0.28664833,0,2
531,6,3,0,-0.64888686,0,3
532,6,3,0,-0.47271365,0,4
533,6,3,0,-0.01394821,0,5
534,6,3,0,-0.023266561,0,6
535,6,3,0,0.0434996,0,7
536,7,3,0,0.0012711383,0,0
537,7,3,0,-0.23751685,0,1
538,7,3,0,0.20460564,0,2
539,7,3,0,-0.2691108,0,3
540,7,3,0,-0.2591178,0,4
541,7,3,0,0.6985517,0,5
542,7,3,0,0.33512336,0,6
543,7,3,0,-7.216151,0,7
544,8,3,0,-0.3461187,0,0
545,8,3,0,-0.5249716,0,1
546,8,3,0,0.18420994,0,2
547,8,3,0,0.32486165,0,3
548,8,3,0,-0.20569597,0,4
549,8,3,0,-0.15881258,0,5
550,8,3,0,0.14908545,0,6
551,8,3,0,-0.17100415,0,7
552,9,3,0,-0.110106625,0,0
553,9,3,0,-0.42652774,0,1
554,9,3,0,-0.35753667,0,2
555,9,3,0,0.6010383,0,3
556,9,3,0,-0.5347287,0,4
557,9,3,0,0.8032352,0,5
558,9,3,0,-0.21559413,0,6
559,9,3,0,-0.20822172,0,7
560,10,3,0,0.034512304,0,0
561,10,3,0,0.11445608,0,1
562,10,3,0,-0.32200897,0,2
563,10,3,0,0.020053862,0,3
564,10,3,0,-0.3249456,0,4
565,10,3,0,0.577563,0,5
566,10,3,0,0.27673325,0,6
567,10,3,0,-0.09355706,0,7
568,11,3,0,-0.10732027,0,0
569,11,3,0,0.038389336,0,1
570,11,3,0,-0.32405108,0,2
571,11,3,0,-0.11597084,0,3
572,11,3,0,-0.07764577,0,4
573,11,3,0,-0.26395115,0,5
574,11,3,0,0.2911727,0,6
575,11,3,0,0.038069867,0,7
576,12,3,0,-0.21460044,0,0
577,12,3,0,-0.55627376,0,1
578,12,3,0,-0.17385495,0,2
579,12,3,0,0.027697524,0,3
580,12,3,0,-0.17954163,0,4
581,12,3,0,-0.33542547,0,5
582,12,3,0,-0.14123914,0,6
583,12,3,0,0.027950583,0,7
584,13,3,0,-0.28691545,0,0
585,13,3,0,-0.5782141,0,1
586,13,3,0,-0.15609634,0,2
587,13,3,0,-0.14789242,0,3
588,13,3,0,-0.22557653,0,4
589,13,3,0,-0.6201837,0,5
590,13,3,0,-0.13550179,0,6
591,13,3,0,0.10814152,0,7
592,14,3,0,-0.6307642,0,0
593,14,3,0,-0.01573,0,1
594,14,3,0,0.30945945,0,2
595,14,3,0,-0.11392837,0,3
596,14,3,0,-0.1722097,0,4
597,14,3,0,0.118740484,0,5
598,14,3,0,-0.077967614,0,6
599,14,3,0,-0.35249335,0,7
600,15,3,0,-0.40024292,0,0
601,15,3,0,-0.26167923,0,1
602,15,3,0,-0.007395327,0,2
603,15,3,0,0.24194145,0,3
604,15,3,0,0.032217585,0,4
605,15,3,0,0.582706,0,5
606,15,3,0,-0.309789,0,6
607,15,3,0,0.17230524,0,7
608,16,3,0,-0.18824828,0,0
609,16,3,0,-0.0815367,0,1
610,16,3,0,-0.13984224,0,2
611,16,3,0,0.5079106,0,3
612,16,3,0,-0.64370143,0,4
613,16,3,0,0.47304595,0,5
614,16,3,0,0.31484902,0,6
615,16,3,0,-0.20245838,0,7
616,17,3,0,-0.25451317,0,0
617,17,3,0,0.1494977,0,1
618,17,3,0,-0.13966599,0,2
619,17,3,0,0.48726815,0,3
620,17,3,0,-0.48291448,0,4
621,17,3,0,0.8974767,0,5
622,17,3,0,0.41250724,0,6
623,17,3,0,-2.6355596,0,7
624,18,3,0,-0.41586244,0,0
625,18,3,0,-0.12146983,0,1
626,18,3,0,-0.23547645,0,2
627,18,3,0,0.944566,0,3
628,18,3,0,-0.6551645,0,4
629,18,3,0,0.56947756,0,5
630,18,3,0,0.028748516,0,6
631,18,3,0,-3.0545707,0,7
632,19,3,0,0.78795666,0,0
633,19,3,0,0.15122305,0,1
634,19,3,0,0.25582987,0,2
635,19,3,0,0.1807974,0,3
636,19,3,0,-0.613223,0,4
637,19,3,0,1.1423181,0,5
638,19,3,0,0.11413826,0,6
639,19,3,0,-4.7306004,0,7
640,0,4,0,0.09712279,0,0
641,0,4,0,0.30398062,0,1
642,0,4,0,-0.019336283,0,2
643,0,4,0,-0.11842175,0,3
644,0,4,0,0.081871904,0,4
645,0,4,0,0.06044158,0,5
646,0,4,0,-0.33065185,0,6
647,0,4,0,0.06001117,0,7
648,1,4,0,-0.94026625,0,0
649,1,4,0,0.06557054,0,1
650,1,4,0,0.34927356,0,2
651,1,4,0,0.5200964,0,3
652,1,4,0,-0.48863178,0,4
653,1,4,0,1.024582,0,5
654,1,4,0,-0.15223841,0,6
655,1,4,0,-1.1779761,0,7
656,2,4,0,0.077125385,0,0
657,2,4,0,0.28274143,0,1
658,2,4,0,0.12777215,0,2
659,2,4,0,0.38946468,0,3
660,2,4,0,0.004779039,0,4
661,2,4,0,1.0815016,0,5
662,2,4,0,-0.19028476,0,6
663,2,4,0,-2.160229,0,7
664,3,4,0,0.10734848,0,0
665,3,4,0,0.11549203,0,1
666,3,4,0,0.10329473,0,2
667,3,4,0,1.0240624,0,3
668,3,4,0,-0.5672732,0,4
669,3,4,0,1.6318666,0,5
670,3,4,0,-0.16212957,0,6
671,3,4,0,-1.8717176,0,7
672,4,4,0,0.237913,0,0
673,4,4,0,-0.01735936,0,1
674,4,4,0,-0.10874805,0,2
675,4,4,0,0.35199556,0,3
676,4,4,0,0.3950725,0,4
677,4,4,0,0.72132164,0,5
678,4,4,0,0.1813692,0,6
679,4,4,0,0.09833625,0,7
680,5,4,0,0.22058554,0,0
681,5,4,0,-0.47420317,0,1
682,5,4,0,0.37036324,0,2
683,5,4,0,0.5569812,0,3
684,5,4,0,-0.28388658,0,4
685,5,4,0,0.10222196,0,5
686,5,4,0,0.27558345,0,6
687,5,4,0,0.9778065,0,7
688,6,4,0,-0.55026275,0,0
689,6,4,0,-0.47386748,0,1
690,6,4,0,0.28664833,0,2
691,6,4,0,-0.64888686,0,3
692,6,4,0,-0.47271365,0,4
693,6,4,0,-0.01394821,0,5
694,6,4,0,-0.023266561,0,6
695,6,4,0,0.042825792,0,7
696,7,4,0,0.0012711383,0,0
697,7,4,0,-0.23751685,0,1
698,7,4,0,0.20460564,0,2
699,7,4,0,-0.2691108,0,3
700,7,4,0,-0.2591178,0,4
701,7,4,0,0.6985517,0,5
702,7,4,0,0.33512336,0,6
703,7,4,0,-7.1434326,0,7
704,8,4,0,-0.3461187,0,0
