index,node,epoch,layer,weight,bias,target
705,8,4,0,-0.5249716,0,1
706,8,4,0,0.18420994,0,2
707,8,4,0,0.32486165,0,3
708,8,4,0,-0.20569597,0,4
709,8,4,0,-0.15881258,0,5
710,8,4,0,0.14908545,0,6
711,8,4,0,-0.18147956,0,7
712,9,4,0,-0.110106625,0,0
713,9,4,0,-0.42652774,0,1
714,9,4,0,-0.35753667,0,2
715,9,4,0,0.6010383,0,3
716,9,4,0,-0.5347287,0,4
717,9,4,0,0.8032352,0,5
718,9,4,0,-0.21559413,0,6
719,9,4,0,-0.17116673,0,7
720,10,4,0,0.034512304,0,0
721,10,4,0,0.11445608,0,1
722,10,4,0,-0.32200897,0,2
723,10,4,0,0.020053862,0,3
724,10,4,0,-0.3249456,0,4
725,10,4,0,0.577563,0,5
726,10,4,0,0.27673325,0,6
727,10,4,0,-0.094749056,0,7
728,11,4,0,-0.10732027,0,0
729,11,4,0,0.038389336,0,1
730,11,4,0,-0.32405108,0,2
731,11,4,0,-0.11597084,0,3
732,11,4,0,-0.07764577,0,4
733,11,4,0,-0.26395115,0,5
734,11,4,0,0.2911727,0,6
735,11,4,0,0.057285376,0,7
736,12,4,0,-0.21460044,0,0
737,12,4,0,-0.55627376,0,1
738,12,4,0,-0.17385495,0,2
739,12,4,0,0.027697524,0,3
740,12,4,0,-0.17954163,0,4
741,12,4,0,-0.33542547,0,5
742,12,4,0,-0.14123914,0,6
743,12,4,0,0.037164178,0,7
744,13,4,0,-0.28691545,0,0
745,13,4,0,-0.5782141,0,1
746,13,4,0,-0.15609634,0,2
747,13,4,0,-0.14789242,0,3
748,13,4,0,-0.22557653,0,4
749,13,4,0,-0.6201837,0,5
750,13,4,0,-0.13550179,0,6
751,13,4,0,0.10387963,0,7
752,14,4,0,-0.6307642,0,0
753,14,4,0,-0.01573,0,1
754,14,4,0,0.30945945,0,2
755,14,4,0,-0.11392837,0,3
756,14,4,0,-0.1722097,0,4
757,14,4,0,0.118740484,0,5
758,14,4,0,-0.077967614,0,6
759,14,4,0,-0.3544293,0,7
760,15,4,0,-0.40024292,0,0
761,15,4,0,-0.26167923,0,1
762,15,4,0,-0.007395327,0,2
763,15,4,0,0.24194145,0,3
764,15,4,0,0.032217585,0,4
765,15,4,0,0.582706,0,5
766,15,4,0,-0.309789,0,6
767,15,4,0,0.15954895,0,7
768,16,4,0,-0.18824828,0,0
769,16,4,0,-0.0815367,0,1
770,16,4,0,-0.13984224,0,2
771,16,4,0,0.5079106,0,3
772,16,4,0,-0.64370143,0,4
773,16,4,0,0.47304595,0,5
774,16,4,0,0.31484902,0,6
775,16,4,0,-0.22202188,0,7
776,17,4,0,-0.25451317,0,0
777,17,4,0,0.1494977,0,1
778,17,4,0,-0.13966599,0,2
779,17,4,0,0.48726815,0,3
780,17,4,0,-0.48291448,0,4
781,17,4,0,0.8974767,0,5
782,17,4,0,0.41250724,0,6
783,17,4,0,-2.6009393,0,7
784,18,4,0,-0.41586244,0,0
785,18,4,0,-0.12146983,0,1
786,18,4,0,-0.23547645,0,2
787,18,4,0,0.944566,0,3
788,18,4,0,-0.6551645,0,4
789,18,4,0,0.56947756,0,5
790,18,4,0,0.028748516,0,6
791,18,4,0,-2.896905,0,7
792,19,4,0,0.78795666,0,0
793,19,4,0,0.15122305,0,1
794,19,4,0,0.25582987,0,2
795,19,4,0,0.1807974,0,3
796,19,4,0,-0.613223,0,4
797,19,4,0,1.1423181,0,5
798,19,4,0,0.11413826,0,6
799,19,4,0,-4.719699,0,7
800,0,5,0,0.09712279,0,0
801,0,5,0,0.30398062,0,1
802,0,5,0,-0.019336283,0,2
803,0,5,0,-0.11842175,0,3
804,0,5,0,0.081871904,0,4
805,0,5,0,0.06044158,0,5
806,0,5,0,-0.33065185,0,6
807,0,5,0,0.06471999,0,7
808,1,5,0,-0.94026625,0,0
809,1,5,0,0.06557054,0,1
810,1,5,0,0.34927356,0,2
811,1,5,0,0.5200964,0,3
812,1,5,0,-0.48863178,0,4
813,1,5,0,1.024582,0,5
814,1,5,0,-0.15223841,0,6
815,1,5,0,-1.1016229,0,7
816,2,5,0,0.077125385,0,0
817,2,5,0,0.28274143,0,1
818,2,5,0,0.12777215,0,2
819,2,5,0,0.38946468,0,3
820,2,5,0,0.004779039,0,4
821,2,5,0,1.0815016,0,5
822,2,5,0,-0.19028476,0,6
823,2,5,0,-2.129045,0,7
824,3,5,0,0.10734848,0,0
825,3,5,0,0.11549203,0,1
826,3,5,0,0.10329473,0,2
827,3,5,0,1.0240624,0,3
828,3,5,0,-0.5672732,0,4
829,3,5,0,1.6318666,0,5
830,3,5,0,-0.16212957,0,6
831,3,5,0,-1.7256595,0,7
832,4,5,0,0.237913,0,0
833,4,5,0,-0.01735936,0,1
834,4,5,0,-0.10874805,0,2
835,4,5,0,0.35199556,0,3
836,4,5,0,0.3950725,0,4
837,4,5,0,0.72132164,0,5
838,4,5,0,0.1813692,0,6
839,4,5,0,0.12161129,0,7
840,5,5,0,0.22058554,0,0
841,5,5,0,-0.47420317,0,1
842,5,5,0,0.37036324,0,2
843,5,5,0,0.5569812,0,3
844,5,5,0,-0.28388658,0,4
845,5,5,0,0.10222196,0,5
846,5,5,0,0.27558345,0,6
847,5,5,0,0.950241,0,7
848,6,5,0,-0.55026275,0,0
849,6,5,0,-0.47386748,0,1
850,6,5,0,0.28664833,0,2
851,6,5,0,-0.64888686,0,3
852,6,5,0,-0.47271365,0,4
853,6,5,0,-0.01394821,0,5
854,6,5,0,-0.023266561,0,6
855,6,5,0,0.044536497,0,7
856,7,5,0,0.0012711383,0,0
857,7,5,0,-0.23751685,0,1
858,7,5,0,0.20460564,0,2
859,7,5,0,-0.2691108,0,3
860,7,5,0,-0.2591178,0,4
861,7,5,0,0.6985517,0,5
862,7,5,0,0.33512336,0,6
863,7,5,0,-7.080562,0,7
864,8,5,0,-0.3461187,0,0
865,8,5,0,-0.5249716,0,1
866,8,5,0,0.18420994,0,2
867,8,5,0,0.32486165,0,3
868,8,5,0,-0.20569597,0,4
869,8,5,0,-0.15881258,0,5
870,8,5,0,0.14908545,0,6
871,8,5,0,-0.1621801,0,7
872,9,5,0,-0.110106625,0,0
873,9,5,0,-0.42652774,0,1
874,9,5,0,-0.35753667,0,2
875,9,5,0,0.6010383,0,3
876,9,5,0,-0.5347287,0,4
877,9,5,0,0.8032352,0,5
878,9,5,0,-0.21559413,0,6
879,9,5,0,-0.20197019,0,7
880,10,5,0,0.034512304,0,0
881,10,5,0,0.11445608,0,1
882,10,5,0,-0.32200897,0,2
883,10,5,0,0.020053862,0,3
884,10,5,0,-0.3249456,0,4
885,10,5,0,0.577563,0,5
886,10,5,0,0.27673325,0,6
887,10,5,0,-0.10371737,0,7
888,11,5,0,-0.10732027,0,0
889,11,5,0,0.038389336,0,1
890,11,5,0,-0.32405108,0,2
891,11,5,0,-0.11597084,0,3
892,11,5,0,-0.07764577,0,4
893,11,5,0,-0.26395115,0,5
894,11,5,0,0.2911727,0,6
895,11,5,0,0.04374557,0,7
896,12,5,0,-0.21460044,0,0
897,12,5,0,-0.55627376,0,1
898,12,5,0,-0.17385495,0,2
899,12,5,0,0.027697524,0,3
900,12,5,0,-0.17954163,0,4
901,12,5,0,-0.33542547,0,5
902,12,5,0,-0.14123914,0,6
903,12,5,0,0.03400349,0,7
904,13,5,0,-0.28691545,0,0
905,13,5,0,-0.5782141,0,1
906,13,5,0,-0.15609634,0,2
907,13,5,0,-0.14789242,0,3
908,13,5,0,-0.22557653,0,4
909,13,5,0,-0.6201837,0,5
910,13,5,0,-0.13550179,0,6
911,13,5,0,0.10508468,0,7
912,14,5,0,-0.6307642,0,0
913,14,5,0,-0.01573,0,1
914,14,5,0,0.30945945,0,2
915,14,5,0,-0.11392837,0,3
916,14,5,0,-0.1722097,0,4
917,14,5,0,0.118740484,0,5
918,14,5,0,-0.077967614,0,6
919,14,5,0,-0.35572988,0,7
920,15,5,0,-0.40024292,0,0
921,15,5,0,-0.26167923,0,1
922,15,5,0,-0.007395327,0,2
923,15,5,0,0.24194145,0,3
924,15,5,0,0.032217585,0,4
925,15,5,0,0.582706,0,5
926,15,5,0,-0.309789,0,6
927,15,5,0,0.13215193,0,7
928,16,5,0,-0.18824828,0,0
929,16,5,0,-0.0815367,0,1
930,16,5,0,-0.13984224,0,2
931,16,5,0,0.5079106,0,3
932,16,5,0,-0.64370143,0,4
933,16,5,0,0.47304595,0,5
934,16,5,0,0.31484902,0,6
935,16,5,0,-0.18010625,0,7
936,17,5,0,-0.25451317,0,0
937,17,5,0,0.1494977,0,1
938,17,5,0,-0.13966599,0,2
939,17,5,0,0.48726815,0,3
940,17,5,0,-0.48291448,0,4
941,17,5,0,0.8974767,0,5
942,17,5,0,0.41250724,0,6
943,17,5,0,-2.5981174,0,7
944,18,5,0,-0.41586244,0,0
945,18,5,0,-0.12146983,0,1
946,18,5,0,-0.23547645,0,2
947,18,5,0,0.944566,0,3
948,18,5,0,-0.6551645,0,4
949,18,5,0,0.56947756,0,5
950,18,5,0,0.028748516,0,6
951,18,5,0,-2.8578668,0,7
952,19,5,0,0.78795666,0,0
953,19,5,0,0.15122305,0,1
954,19,5,0,0.25582987,0,2
955,19,5,0,0.1807974,0,3
956,19,5,0,-0.613223,0,4
957,19,5,0,1.1423181,0,5
958,19,5,0,0.11413826,0,6
959,19,5,0,-4.684535,0,7
960,0,6,0,0.09712279,0,0
961,0,6,0,0.30398062,0,1
962,0,6,0,-0.019336283,0,2
963,0,6,0,-0.11842175,0,3
964,0,6,0,0.081871904,0,4
965,0,6,0,0.06044158,0,5
966,0,6,0,-0.33065185,0,6
967,0,6,0,0.06421275,0,7
968,1,6,0,-0.94026625,0,0
969,1,6,0,0.06557054,0,1
970,1,6,0,0.34927356,0,2
971,1,6,0,0.5200964,0,3
972,1,6,0,-0.48863178,0,4
973,1,6,0,1.024582,0,5
974,1,6,0,-0.15223841,0,6
975,1,6,0,-0.99297,0,7
976,2,6,0,0.077125385,0,0
977,2,6,0,0.28274143,0,1
978,2,6,0,0.12777215,0,2
979,2,6,0,0.38946468,0,3
980,2,6,0,0.004779039,0,4
981,2,6,0,1.0815016,0,5
982,2,6,0,-0.19028476,0,6
983,2,6,0,-2.1057186,0,7
984,3,6,0,0.10734848,0,0
985,3,6,0,0.11549203,0,1
986,3,6,0,0.10329473,0,2
987,3,6,0,1.0240624,0,3
988,3,6,0,-0.5672732,0,4
989,3,6,0,1.6318666,0,5
990,3,6,0,-0.16212957,0,6
991,3,6,0,-1.7489622,0,7
992,4,6,0,0.237913,0,0
993,4,6,0,-0.01735936,0,1
994,4,6,0,-0.10874805,0,2
995,4,6,0,0.35199556,0,3
996,4,6,0,0.3950725,0,4
997,4,6,0,0.72132164,0,5
998,4,6,0,0.1813692,0,6
999,4,6,0,0.07070717,0,7
1000,5,6,0,0.22058554,0,0
1001,5,6,0,-0.47420317,0,1
1002,5,6,0,0.37036324,0,2
1003,5,6,0,0.5569812,0,3
1004,5,6,0,-0.28388658,0,4
1005,5,6,0,0.10222196,0,5
1006,5,6,0,0.27558345,0,6
1007,5,6,0,0.9703726,0,7
1008,6,6,0,-0.55026275,0,0
1009,6,6,0,-0.47386748,0,1
1010,6,6,0,0.28664833,0,2
1011,6,6,0,-0.64888686,0,3
1012,6,6,0,-0.47271365,0,4
1013,6,6,0,-0.01394821,0,5
1014,6,6,0,-0.023266561,0,6
1015,6,6,0,0.042429905,0,7
1016,7,6,0,0.0012711383,0,0
1017,7,6,0,-0.23751685,0,1
1018,7,6,0,0.20460564,0,2
1019,7,6,0,-0.2691108,0,3
1020,7,6,0,-0.2591178,0,4
1021,7,6,0,0.6985517,0,5
1022,7,6,0,0.33512336,0,6
1023,7,6,0,-7.0394855,0,7
1024,8,6,0,-0.3461187,0,0
1025,8,6,0,-0.5249716,0,1
1026,8,6,0,0.18420994,0,2
1027,8,6,0,0.32486165,0,3
1028,8,6,0,-0.20569597,0,4
1029,8,6,0,-0.15881258,0,5
1030,8,6,0,0.14908545,0,6
1031,8,6,0,-0.17196265,0,7
1032,9,6,0,-0.110106625,0,0
1033,9,6,0,-0.42652774,0,1
1034,9,6,0,-0.35753667,0,2
1035,9,6,0,0.6010383,0,3
1036,9,6,0,-0.5347287,0,4
1037,9,6,0,0.8032352,0,5
1038,9,6,0,-0.21559413,0,6
1039,9,6,0,-0.16599065,0,7
1040,10,6,0,0.034512304,0,0
1041,10,6,0,0.11445608,0,1
1042,10,6,0,-0.32200897,0,2
1043,10,6,0,0.020053862,0,3
1044,10,6,0,-0.3249456,0,4
1045,10,6,0,0.577563,0,5
1046,10,6,0,0.27673325,0,6
1047,10,6,0,-0.09762661,0,7
1048,11,6,0,-0.10732027,0,0
1049,11,6,0,0.038389336,0,1
1050,11,6,0,-0.32405108,0,2
1051,11,6,0,-0.11597084,0,3
1052,11,6,0,-0.07764577,0,4
1053,11,6,0,-0.26395115,0,5
1054,11,6,0,0.2911727,0,6
1055,11,6,0,0.04076511,0,7
1056,12,6,0,-0.21460044,0,0
1057,12,6,0,-0.55627376,0,1
1058,12,6,0,-0.17385495,0,2
1059,12,6,0,0.027697524,0,3
1060,12,6,0,-0.17954163,0,4
1061,12,6,0,-0.33542547,0,5
1062,12,6,0,-0.14123914,0,6
1063,12,6,0,0.042176146,0,7
1064,13,6,0,-0.28691545,0,0
1065,13,6,0,-0.5782141,0,1
1066,13,6,0,-0.15609634,0,2
1067,13,6,0,-0.14789242,0,3
1068,13,6,0,-0.22557653,0,4
1069,13,6,0,-0.6201837,0,5
1070,13,6,0,-0.13550179,0,6
1071,13,6,0,0.10484015,0,7
1072,14,6,0,-0.6307642,0,0
1073,14,6,0,-0.01573,0,1
1074,14,6,0,0.30945945,0,2
1075,14,6,0,-0.11392837,0,3
1076,14,6,0,-0.1722097,0,4
1077,14,6,0,0.118740484,0,5
1078,14,6,0,-0.077967614,0,6
1079,14,6,0,-0.33816153,0,7
1080,15,6,0,-0.40024292,0,0
1081,15,6,0,-0.26167923,0,1
1082,15,6,0,-0.007395327,0,2
1083,15,6,0,0.24194145,0,3
1084,15,6,0,0.032217585,0,4
1085,15,6,0,0.582706,0,5
1086,15,6,0,-0.309789,0,6
1087,15,6,0,0.12781958,0,7
1088,16,6,0,-0.18824828,0,0
1089,16,6,0,-0.0815367,0,1
1090,16,6,0,-0.13984224,0,2
1091,16,6,0,0.5079106,0,3
1092,16,6,0,-0.64370143,0,4
1093,16,6,0,0.47304595,0,5
1094,16,6,0,0.31484902,0,6
1095,16,6,0,-0.17624976,0,7
1096,17,6,0,-0.25451317,0,0
1097,17,6,0,0.1494977,0,1
1098,17,6,0,-0.13966599,0,2
1099,17,6,0,0.48726815,0,3
1100,17,6,0,-0.48291448,0,4
1101,17,6,0,0.8974767,0,5
1102,17,6,0,0.41250724,0,6
1103,17,6,0,-2.5498028,0,7
1104,18,6,0,-0.41586244,0,0
1105,18,6,0,-0.12146983,0,1
1106,18,6,0,-0.23547645,0,2
1107,18,6,0,0.944566,0,3
1108,18,6,0,-0.6551645,0,4
1109,18,6,0,0.56947756,0,5
1110,18,6,0,0.028748516,0,6
1111,18,6,0,-2.7957058,0,7
1112,19,6,0,0.78795666,0,0
1113,19,6,0,0.15122305,0,1
1114,19,6,0,0.25582987,0,2
1115,19,6,0,0.1807974,0,3
1116,19,6,0,-0.613223,0,4
1117,19,6,0,1.1423181,0,5
1118,19,6,0,0.11413826,0,6
1119,19,6,0,-4.614194,0,7
1120,0,7,0,0.09712279,0,0
1121,0,7,0,0.30398062,0,1
1122,0,7,0,-0.019336283,0,2
1123,0,7,0,-0.11842175,0,3
1124,0,7,0,0.081871904,0,4
1125,0,7,0,0.06044158,0,5
1126,0,7,0,-0.33065185,0,6
1127,0,7,0,0.061542295,0,7
1128,1,7,0,-0.94026625,0,0
1129,1,7,0,0.06557054,0,1
1130,1,7,0,0.34927356,0,2
1131,1,7,0,0.5200964,0,3
1132,1,7,0,-0.48863178,0,4
1133,1,7,0,1.024582,0,5
1134,1,7,0,-0.15223841,0,6
1135,1,7,0,-1.051161,0,7
1136,2,7,0,0.077125385,0,0
1137,2,7,0,0.28274143,0,1
1138,2,7,0,0.12777215,0,2
1139,2,7,0,0.38946468,0,3
1140,2,7,0,0.004779039,0,4
1141,2,7,0,1.0815016,0,5
1142,2,7,0,-0.19028476,0,6
1143,2,7,0,-2.0427885,0,7
1144,3,7,0,0.10734848,0,0
1145,3,7,0,0.11549203,0,1
1146,3,7,0,0.10329473,0,2
1147,3,7,0,1.0240624,0,3
1148,3,7,0,-0.5672732,0,4
1149,3,7,0,1.6318666,0,5
1150,3,7,0,-0.16212957,0,6
1151,3,7,0,-1.7022818,0,7
1152,4,7,0,0.237913,0,0
1153,4,7,0,-0.01735936,0,1
1154,4,7,0,-0.10874805,0,2
1155,4,7,0,0.35199556,0,3
1156,4,7,0,0.3950725,0,4
1157,4,7,0,0.72132164,0,5
1158,4,7,0,0.1813692,0,6
1159,4,7,0,0.09468382,0,7
1160,5,7,0,0.22058554,0,0
1161,5,7,0,-0.47420317,0,1
1162,5,7,0,0.37036324,0,2
1163,5,7,0,0.5569812,0,3
1164,5,7,0,-0.28388658,0,4
1165,5,7,0,0.10222196,0,5
1166,5,7,0,0.27558345,0,6
1167,5,7,0,0.9439308,0,7
1168,6,7,0,-0.55026275,0,0
1169,6,7,0,-0.47386748,0,1
1170,6,7,0,0.28664833,0,2
1171,6,7,0,-0.64888686,0,3
1172,6,7,0,-0.47271365,0,4
1173,6,7,0,-0.01394821,0,5
1174,6,7,0,-0.023266561,0,6
1175,6,7,0,0.029554658,0,7
1176,7,7,0,0.0012711383,0,0
1177,7,7,0,-0.23751685,0,1
1178,7,7,0,0.20460564,0,2
1179,7,7,0,-0.2691108,0,3
1180,7,7,0,-0.2591178,0,4
1181,7,7,0,0.6985517,0,5
1182,7,7,0,0.33512336,0,6
1183,7,7,0,-6.9610395,0,7
1184,8,7,0,-0.3461187,0,0
1185,8,7,0,-0.5249716,0,1
1186,8,7,0,0.18420994,0,2
1187,8,7,0,0.32486165,0,3
1188,8,7,0,-0.20569597,0,4
1189,8,7,0,-0.15881258,0,5
1190,8,7,0,0.14908545,0,6
1191,8,7,0,-0.1758456,0,7
1192,9,7,0,-0.110106625,0,0
1193,9,7,0,-0.42652774,0,1
1194,9,7,0,-0.35753667,0,2
1195,9,7,0,0.6010383,0,3
1196,9,7,0,-0.5347287,0,4
1197,9,7,0,0.8032352,0,5
1198,9,7,0,-0.21559413,0,6
1199,9,7,0,-0.12745799,0,7
1200,10,7,0,0.034512304,0,0
1201,10,7,0,0.11445608,0,1
1202,10,7,0,-0.32200897,0,2
1203,10,7,0,0.020053862,0,3
1204,10,7,0,-0.3249456,0,4
1205,10,7,0,0.577563,0,5
1206,10,7,0,0.27673325,0,6
1207,10,7,0,-0.057359446,0,7
1208,11,7,0,-0.10732027,0,0
1209,11,7,0,0.038389336,0,1
1210,11,7,0,-0.32405108,0,2
1211,11,7,0,-0.11597084,0,3
1212,11,7,0,-0.07764577,0,4
1213,11,7,0,-0.26395115,0,5
1214,11,7,0,0.2911727,0,6
1215,11,7,0,0.04220135,0,7
1216,12,7,0,-0.21460044,0,0
1217,12,7,0,-0.55627376,0,1
1218,12,7,0,-0.17385495,0,2
1219,12,7,0,0.027697524,0,3
1220,12,7,0,-0.17954163,0,4
1221,12,7,0,-0.33542547,0,5
1222,12,7,0,-0.14123914,0,6
1223,12,7,0,0.03164539,0,7
1224,13,7,0,-0.28691545,0,0
1225,13,7,0,-0.5782141,0,1
1226,13,7,0,-0.15609634,0,2
1227,13,7,0,-0.14789242,0,3
1228,13,7,0,-0.22557653,0,4
1229,13,7,0,-0.6201837,0,5
1230,13,7,0,-0.13550179,0,6
1231,13,7,0,0.109314136,0,7
1232,14,7,0,-0.6307642,0,0
1233,14,7,0,-0.01573,0,1
1234,14,7,0,0.30945945,0,2
1235,14,7,0,-0.11392837,0,3
1236,14,7,0,-0.1722097,0,4
1237,14,7,0,0.118740484,0,5
1238,14,7,0,-0.077967614,0,6
1239,14,7,0,-0.32484022,0,7
1240,15,7,0,-0.40024292,0,0
1241,15,7,0,-0.26167923,0,1
1242,15,7,0,-0.007395327,0,2
1243,15,7,0,0.24194145,0,3
1244,15,7,0,0.032217585,0,4
1245,15,7,0,0.582706,0,5
1246,15,7,0,-0.309789,0,6
1247,15,7,0,0.114859946,0,7
1248,16,7,0,-0.18824828,0,0
1249,16,7,0,-0.0815367,0,1
1250,16,7,0,-0.13984224,0,2
1251,16,7,0,0.5079106,0,3
1252,16,7,0,-0.64370143,0,4
1253,16,7,0,0.47304595,0,5
1254,16,7,0,0.31484902,0,6
1255,16,7,0,-0.16653563,0,7
1256,17,7,0,-0.25451317,0,0
1257,17,7,0,0.1494977,0,1
1258,17,7,0,-0.13966599,0,2
1259,17,7,0,0.48726815,0,3
1260,17,7,0,-0.48291448,0,4
1261,17,7,0,0.8974767,0,5
1262,17,7,0,0.41250724,0,6
1263,17,7,0,-2.5220952,0,7
1264,18,7,0,-0.41586244,0,0
1265,18,7,0,-0.12146983,0,1
1266,18,7,0,-0.23547645,0,2
1267,18,7,0,0.944566,0,3
1268,18,7,0,-0.6551645,0,4
1269,18,7,0,0.56947756,0,5
1270,18,7,0,0.028748516,0,6
1271,18,7,0,-2.7565353,0,7
1272,19,7,0,0.78795666,0,0
1273,19,7,0,0.15122305,0,1
1274,19,7,0,0.25582987,0,2
1275,19,7,0,0.1807974,0,3
1276,19,7,0,-0.613223,0,4
1277,19,7,0,1.1423181,0,5
1278,19,7,0,0.11413826,0,6
1279,19,7,0,-4.5645313,0,7
1280,0,8,0,0.09712279,0,0
1281,0,8,0,0.30398062,0,1
1282,0,8,0,-0.019336283,0,2
1283,0,8,0,-0.11842175,0,3
1284,0,8,0,0.081871904,0,4
1285,0,8,0,0.06044158,0,5
1286,0,8,0,-0.33065185,0,6
1287,0,8,0,0.060173202,0,7
1288,1,8,0,-0.94026625,0,0
1289,1,8,0,0.06557054,0,1
1290,1,8,0,0.34927356,0,2
1291,1,8,0,0.5200964,0,3
1292,1,8,0,-0.48863178,0,4
1293,1,8,0,1.024582,0,5
1294,1,8,0,-0.15223841,0,6
1295,1,8,0,-1.1020857,0,7
1296,2,8,0,0.077125385,0,0
1297,2,8,0,0.28274143,0,1
1298,2,8,0,0.12777215,0,2
1299,2,8,0,0.38946468,0,3
1300,2,8,0,0.004779039,0,4
1301,2,8,0,1.0815016,0,5
1302,2,8,0,-0.19028476,0,6
1303,2,8,0,-1.9899684,0,7
1304,3,8,0,0.10734848,0,0
1305,3,8,0,0.11549203,0,1
1306,3,8,0,0.10329473,0,2
1307,3,8,0,1.0240624,0,3
1308,3,8,0,-0.5672732,0,4
1309,3,8,0,1.6318666,0,5
1310,3,8,0,-0.16212957,0,6
1311,3,8,0,-1.5853744,0,7
1312,4,8,0,0.237913,0,0
1313,4,8,0,-0.01735936,0,1
1314,4,8,0,-0.10874805,0,2
1315,4,8,0,0.35199556,0,3
1316,4,8,0,0.3950725,0,4
1317,4,8,0,0.72132164,0,5
1318,4,8,0,0.1813692,0,6
1319,4,8,0,0.05811115,0,7
1320,5,8,0,0.22058554,0,0
1321,5,8,0,-0.47420317,0,1
1322,5,8,0,0.37036324,0,2
1323,5,8,0,0.5569812,0,3
1324,5,8,0,-0.28388658,0,4
1325,5,8,0,0.10222196,0,5
1326,5,8,0,0.27558345,0,6
1327,5,8,0,0.95764995,0,7
1328,6,8,0,-0.55026275,0,0
1329,6,8,0,-0.47386748,0,1
1330,6,8,0,0.28664833,0,2
1331,6,8,0,-0.64888686,0,3
1332,6,8,0,-0.47271365,0,4
1333,6,8,0,-0.01394821,0,5
1334,6,8,0,-0.023266561,0,6
1335,6,8,0,0.04819298,0,7
1336,7,8,0,0.0012711383,0,0
1337,7,8,0,-0.23751685,0,1
1338,7,8,0,0.20460564,0,2
1339,7,8,0,-0.2691108,0,3
1340,7,8,0,-0.2591178,0,4
1341,7,8,0,0.6985517,0,5
1342,7,8,0,0.33512336,0,6
1343,7,8,0,-6.917727,0,7
1344,8,8,0,-0.3461187,0,0
1345,8,8,0,-0.5249716,0,1
1346,8,8,0,0.18420994,0,2
1347,8,8,0,0.32486165,0,3
1348,8,8,0,-0.20569597,0,4
1349,8,8,0,-0.15881258,0,5
1350,8,8,0,0.14908545,0,6
1351,8,8,0,-0.15660119,0,7
1352,9,8,0,-0.110106625,0,0
1353,9,8,0,-0.42652774,0,1
1354,9,8,0,-0.35753667,0,2
1355,9,8,0,0.6010383,0,3
1356,9,8,0,-0.5347287,0,4
1357,9,8,0,0.8032352,0,5
1358,9,8,0,-0.21559413,0,6
1359,9,8,0,-0.06684458,0,7
1360,10,8,0,0.034512304,0,0
1361,10,8,0,0.11445608,0,1
1362,10,8,0,-0.32200897,0,2
1363,10,8,0,0.020053862,0,3
1364,10,8,0,-0.3249456,0,4
1365,10,8,0,0.577563,0,5
1366,10,8,0,0.27673325,0,6
1367,10,8,0,-0.075440936,0,7
1368,11,8,0,-0.10732027,0,0
1369,11,8,0,0.038389336,0,1
1370,11,8,0,-0.32405108,0,2
1371,11,8,0,-0.11597084,0,3
1372,11,8,0,-0.07764577,0,4
1373,11,8,0,-0.26395115,0,5
1374,11,8,0,0.2911727,0,6
1375,11,8,0,0.04076526,0,7
1376,12,8,0,-0.21460044,0,0
1377,12,8,0,-0.55627376,0,1
1378,12,8,0,-0.17385495,0,2
1379,12,8,0,0.027697524,0,3
1380,12,8,0,-0.17954163,0,4
1381,12,8,0,-0.33542547,0,5
1382,12,8,0,-0.14123914,0,6
1383,12,8,0,0.030771965,0,7
1384,13,8,0,-0.28691545,0,0
1385,13,8,0,-0.5782141,0,1
1386,13,8,0,-0.15609634,0,2
1387,13,8,0,-0.14789242,0,3
1388,13,8,0,-0.22557653,0,4
1389,13,8,0,-0.6201837,0,5
